order_id,customer_id,order_date,product_id,quantity,total_amount,returned
107,676,2022-09-26,19,5,373.7915490787623,0
108,73,2022-06-01,54,2,230.87135916369067,1
109,525,2023-03-14,96,3,208.3267882273782,0
110,649,2022-07-25,66,4,708.8197659292093,0
111,934,2023-01-20,82,4,84.56415860741905,0
112,395,2022-10-01,86,4,355.74935311171635,0
113,984,2022-05-22,100,4,112.85967277605423,0
114,156,2022-06-14,4,5,863.051120336439,1
115,643,2023-01-05,51,4,458.8588301401103,1
116,967,2022-12-31,10,1,139.03395390492176,0
117,900,2022-12-09,86,4,754.9298649515601,0
118,19,2022-08-11,14,4,627.6089135530244,0
119,25,2022-11-16,23,3,568.2012825084998,1
120,300,2022-03-17,73,3,516.9322743391773,0
121,289,2022-09-15,4,1,26.545688508150345,0
122,708,2022-11-17,98,3,166.13707726150884,1
123,931,2023-03-12,74,4,566.5664814879406,0
124,196,2022-10-14,98,4,659.1421507301845,0
125,518,2022-05-13,35,5,484.9309148458851,0
126,163,2022-06-19,25,4,450.6764963239385,1
127,665,2023-02-28,18,1,70.50940540136388,0
128,629,2022-06-27,16,4,766.9574512167994,1
129,117,2022-11-24,67,2,334.93192835575763,0
130,636,2022-06-15,44,1,27.132435133131366,0
131,595,2022-08-05,53,3,376.4386837673251,0
132,320,2022-05-05,34,5,115.01279904179447,0
133,334,2022-05-11,24,4,278.0977532623234,0
134,524,2022-08-20,5,2,67.9215900501986,0
135,20,2022-08-02,17,5,570.3013020103847,1
136,395,2022-10-18,73,2,177.87467655585817,0
137,124,2022-10-25,31,1,177.49579842237526,1
138,438,2022-06-24,50,1,106.41520908116865,0
139,207,2022-05-18,4,4,237.85650802643886,1
140,439,2022-05-12,50,2,112.36157622886749,0
141,548,2023-02-10,79,2,134.49484870800103,0
142,797,2022-11-17,35,1,94.68129791173641,0
143,98,2022-06-26,42,3,495.47978743453007,0
144,413,2023-03-06,10,3,451.9724266125378,0
145,261,2022-04-12,46,4,383.44834420661186,1
146,118,2022-08-20,80,5,687.5921691982808,1
147,78,2022-12-31,35,2,168.07786684994502,0
148,477,2022-10-30,23,1,137.8058837947525,0
149,498,2022-03-22,3,1,147.14475567428047,0
150,717,2022-05-04,89,3,240.49223513604835,1
151,303,2022-11-10,98,1,88.27474589224462,0
152,694,2023-01-18,86,2,252.4807983864326,0
153,204,2022-11-21,52,5,605.9533719291602,1
154,624,2022-12-17,40,2,167.183614536595,1
155,418,2022-04-23,40,3,229.6692030129828,0
156,252,2023-01-03,67,3,211.1203056089817,1
157,452,2022-07-16,62,5,538.5957484057078,0
158,998,2022-08-06,32,2,218.32988399169773,0
159,72,2023-03-09,67,1,36.601770528799605,0
160,31,2022-07-30,21,1,79.30350965726464,0
161,119,2022-09-18,27,3,257.63510458842165,0
162,471,2022-05-06,47,5,500.0390715434421,1
163,847,2022-08-25,38,3,195.74470398270165,0
164,446,2022-05-15,63,5,577.5929769228944,0
165,586,2022-05-20,21,2,114.1077662147921,0
166,751,2023-01-21,87,5,217.2077060532954,1
167,115,2022-12-11,98,2,384.6647866639279,0
168,981,2023-01-12,80,4,249.71353660893266,1
169,191,2022-12-02,7,3,410.562866664694,0
170,29,2022-09-02,7,1,113.47258925571077,0
171,986,2022-08-26,36,3,237.50324534367547,1
172,83,2022-04-15,94,2,293.08698685612353,0
173,636,2022-12-07,65,3,81.3973053993941,0
174,271,2022-09-19,12,1,148.25429682357876,0
175,804,2023-01-13,22,1,194.5021853216004,1
176,277,2022-11-20,74,4,574.8792356799677,0
177,758,2022-12-02,81,4,762.0246335543814,0
178,475,2022-09-14,90,5,734.2615335884691,0
179,764,2023-02-01,79,1,92.71709648854001,0
180,842,2022-05-21,23,1,56.32281035527918,0
181,435,2022-05-13,2,4,154.9086744257929,0
182,687,2022-11-04,45,5,542.8456594642087,0
183,257,2022-07-29,42,2,379.9697233809516,0
184,277,2022-09-28,15,5,718.5990445999596,0
185,34,2022-06-30,15,4,671.2879167540019,1
186,323,2022-05-26,85,4,634.141971620822,0
187,719,2022-09-08,61,1,36.43822059644451,0
188,574,2022-08-01,8,3,401.1528141511558,1
189,135,2023-02-22,67,2,61.41053501843593,0
190,228,2022-10-21,100,5,390.42142407534556,0
191,152,2022-08-02,93,1,21.613399739518343,0
192,678,2022-03-27,89,1,196.8610664896458,1
193,764,2022-05-31,91,1,92.71709648854001,0
194,477,2023-02-09,28,1,137.8058837947525,0
195,644,2023-02-13,75,1,52.03136854851208,0
196,989,2022-03-30,17,5,865.2520128166019,0
197,736,2022-07-02,90,2,310.24298258924694,0
198,996,2022-03-30,35,4,257.426973646046,0
199,220,2023-01-05,13,4,129.57819746304912,0
200,600,2022-12-31,77,1,178.76674293408652,0
201,48,2023-02-16,36,5,897.3135269205699,1
202,308,2022-12-18,22,5,698.7194822720305,1
203,756,2022-05-20,14,5,379.97166508963755,0
204,584,2022-11-07,56,4,791.8238719513007,1
205,75,2022-05-07,86,3,241.654330564985,0
206,331,2023-02-11,29,2,370.14777006730253,0
207,278,2022-10-30,21,3,365.3270208980482,1
208,600,2022-08-21,48,2,357.53348586817305,0
209,991,2022-03-27,39,3,366.7914722590823,0
210,629,2022-11-10,27,3,575.2180884125996,1
211,191,2022-03-29,45,3,410.562866664694,0
212,396,2022-04-19,87,5,996.1713634061476,1
213,455,2022-07-11,85,1,104.09268246428302,0
214,144,2022-12-16,99,1,105.04410923931084,0
215,796,2022-08-31,60,1,123.19048987527438,0
216,756,2022-06-01,22,4,303.97733207171007,0
217,344,2022-05-04,24,5,909.4649447671052,1
218,819,2022-11-13,17,3,586.9044780376566,0
219,564,2022-05-16,68,4,236.95335751452336,0
220,971,2022-07-12,80,2,55.188923592278876,0
221,19,2022-08-21,84,3,470.7066851647683,0
222,760,2023-01-22,52,1,37.70028846563423,0
223,20,2023-02-24,39,5,570.3013020103847,1
224,366,2023-02-10,51,5,469.8085043674996,0
225,80,2022-06-30,8,5,477.5906849818381,0
226,318,2022-05-28,38,1,64.50888621372262,0
227,92,2022-10-27,13,2,280.90143423723663,1
228,109,2023-01-16,94,1,37.198390858509676,0
229,752,2022-04-27,17,5,651.2318855240583,0
230,512,2022-09-02,41,3,276.85869973941595,1
231,359,2022-07-01,91,4,278.50443399217204,1
232,349,2022-04-10,30,2,69.0220262697855,0
233,756,2022-12-13,84,5,379.97166508963755,0
234,854,2022-08-05,25,3,395.98828530376977,1
235,132,2022-10-02,19,4,214.9483140983035,0
236,290,2022-03-25,43,1,168.28343908241533,1
237,370,2022-11-08,24,5,903.5460475651229,1
238,239,2022-07-20,91,2,93.94106652166087,0
239,972,2022-09-18,43,3,507.7660922491467,0
240,275,2022-04-25,62,3,238.8626579180004,0
241,600,2022-06-06,72,2,357.53348586817305,0
242,199,2022-03-15,7,5,932.7892295648307,0
243,910,2022-09-14,77,5,824.9621608279303,1
244,690,2023-03-03,19,5,713.5395324444739,1
245,850,2022-03-20,83,2,193.52537192219725,0
246,452,2023-02-04,3,2,215.43829936228315,0
247,571,2023-01-29,81,5,976.5743297459334,0
248,167,2022-03-28,35,2,203.06376375603318,0
249,67,2023-01-19,79,3,573.7742809096374,0
250,363,2022-08-25,67,4,213.57039385991305,0
251,818,2022-08-15,97,1,97.12187081756095,0
252,200,2023-01-15,58,4,262.5993805564192,0
253,792,2023-02-25,42,4,165.68745113370508,0
254,72,2023-02-15,23,5,183.008852643998,0
255,858,2022-05-28,20,3,461.419269056021,0
256,799,2022-07-07,20,4,319.38465756230073,0
257,944,2022-04-11,20,5,803.1148945349473,0
258,883,2022-12-28,5,2,317.65183981430965,0
259,738,2022-12-20,76,1,181.78483488485483,1
260,27,2022-06-26,23,5,824.4235010403825,0
261,832,2023-02-16,2,3,294.6497601825557,0
262,551,2022-07-16,21,3,138.58151312270166,0
263,212,2022-11-30,59,1,160.67886978225235,0
264,290,2022-11-25,97,5,841.4171954120766,1
265,404,2022-05-10,86,3,500.0266798407855,1
266,614,2022-10-09,69,1,137.81175139932796,0
267,786,2022-05-18,66,4,168.16401786608625,1
268,658,2022-04-03,78,4,325.92572386926565,0
269,804,2022-10-02,3,2,389.0043706432008,1
270,804,2022-09-01,27,4,778.0087412864016,1
271,110,2022-08-02,80,2,148.3178596123155,0
272,182,2023-01-14,2,1,41.184749797609456,0
273,637,2022-12-04,69,5,997.6095898403297,0
274,872,2022-05-13,23,4,481.56398179681673,0
275,719,2023-02-23,24,5,182.19110298222256,1
276,894,2022-11-26,62,1,117.45606972142869,0
277,923,2022-04-22,9,1,98.74870551248878,0
278,190,2022-08-15,3,5,378.6465751877159,1
279,927,2022-05-02,59,2,257.9857682546692,0
280,536,2022-03-25,63,1,110.47251892040016,0
281,523,2022-09-25,45,3,280.0104503919604,0
282,938,2022-07-07,17,5,308.8260168366202,0
283,180,2022-05-14,19,2,375.73423200368023,1
284,32,2023-01-03,23,5,139.19824223391032,0
285,227,2022-04-29,94,2,136.51490219219028,0
286,754,2023-03-12,24,1,68.82446753945116,0
287,797,2022-07-29,10,2,189.36259582347282,0
288,624,2022-11-13,92,3,250.77542180489252,1
289,123,2022-09-08,38,5,651.515801719943,0
290,618,2022-09-11,56,5,874.0374405690902,1
291,134,2022-05-22,43,2,341.47645274602894,0
292,516,2022-08-25,97,2,333.8759331770194,0
293,532,2022-06-11,16,4,581.9540850384899,0
294,247,2023-02-14,83,1,52.94942538961518,0
295,553,2022-08-15,66,2,250.25046444794555,1
296,982,2022-05-18,15,2,355.0821273566604,0
297,599,2022-07-30,13,3,567.5206219796008,1
298,529,2022-03-18,31,2,160.09859694300303,0
299,613,2022-08-04,56,2,334.0624100484534,1
300,616,2022-03-18,11,2,52.861719670077534,0
301,360,2023-02-25,69,3,101.85694498462217,0
302,177,2022-04-05,22,4,779.9128641847049,0
303,942,2022-07-11,61,1,87.95735745600697,0
304,39,2023-01-22,34,4,682.5527291939596,1
305,890,2022-08-10,79,4,320.7136549824673,1
306,46,2022-05-26,5,4,617.2074331790081,1
307,431,2022-11-17,100,4,426.2329477855206,0
308,564,2023-01-13,65,2,118.47667875726168,0
309,328,2022-05-13,6,1,146.27267585546684,0
310,31,2023-03-11,89,1,79.30350965726464,0
311,680,2022-06-16,47,1,196.80869858449387,0
312,423,2022-04-22,58,1,34.360801269825004,0
313,326,2022-07-28,14,1,185.35187014767172,0
314,88,2022-03-28,75,3,454.24225598731954,1
315,645,2023-02-13,66,1,151.41559529605524,1
316,522,2022-10-31,7,4,218.89928765262192,0
317,16,2022-11-14,69,5,694.2244230598379,0
318,600,2022-04-08,5,4,715.0669717363461,0
319,170,2022-09-12,12,3,167.142512759849,0
320,756,2022-03-17,40,2,151.98866603585503,0
321,303,2022-08-15,7,1,88.27474589224462,0
322,754,2023-01-06,40,1,68.82446753945116,0
323,662,2022-05-25,66,4,723.629854885839,1
324,875,2023-02-20,32,5,800.7977168068298,0
325,982,2022-07-11,3,5,887.705318391651,0
326,419,2022-11-23,63,1,25.551334591530757,0
327,493,2022-04-04,9,5,326.0961723184266,0
328,326,2022-09-23,33,1,185.35187014767172,0
329,891,2022-12-01,21,5,454.35729885936445,0
330,826,2022-06-16,43,3,440.99349153163445,1
331,763,2022-08-28,59,2,368.3062514616697,0
332,753,2022-10-03,56,2,152.25293187158007,0
333,168,2023-01-04,20,1,161.413788914571,0
334,962,2022-07-20,95,1,65.14914360653361,0
335,596,2022-05-16,20,2,234.17054554760688,0
336,75,2023-02-27,30,3,241.654330564985,0
337,896,2022-04-22,60,1,161.52979930519405,1
338,62,2022-09-23,100,5,358.9086159731314,1
339,7,2022-04-19,22,2,382.36066515699423,0
340,532,2022-10-12,56,1,145.48852125962247,0
341,471,2022-04-20,55,1,100.00781430868842,0
342,510,2023-02-21,10,1,184.71944376920752,0
343,590,2022-07-26,100,2,240.13671814063355,0
344,346,2022-07-03,10,2,153.87069166550197,0
345,508,2022-06-05,87,3,388.71137542967955,1
346,945,2022-12-14,42,2,279.13749261268714,1
347,382,2022-12-27,26,5,314.0867048005264,1
348,829,2022-03-31,45,3,131.7629107266742,0
349,789,2022-09-18,8,5,157.97644959200903,1
350,360,2022-06-22,43,2,67.90462998974812,0
351,510,2023-01-24,11,5,923.5972188460375,0
352,154,2023-01-30,3,5,852.5603974787724,0
353,952,2022-06-12,35,4,790.3933930333832,0
354,353,2023-01-17,65,3,516.5042245154289,1
355,857,2022-04-24,57,4,143.81553321588825,0
356,66,2023-01-29,14,3,564.6572311915479,0
357,962,2022-12-15,43,5,325.74571803266804,1
358,916,2023-02-17,54,1,144.24109779362078,0
359,156,2022-10-29,77,3,517.8306722018633,1
360,979,2022-08-21,94,3,316.8240986569857,0
361,369,2022-05-11,51,2,111.83103082550758,0
362,475,2022-09-18,94,1,146.8523067176938,0
363,550,2022-11-04,75,2,383.972672044855,0
364,588,2022-03-19,49,1,54.36133239798023,0
365,346,2023-02-21,77,3,230.80603749825295,0
366,300,2022-08-14,66,1,172.3107581130591,0
367,200,2022-12-30,5,3,196.9495354173144,0
368,841,2022-09-13,91,2,245.4159578725996,0
369,803,2022-03-28,39,3,367.0772284191304,0
370,598,2022-06-29,87,2,346.78564629611645,0
371,60,2022-06-12,52,3,87.32263577452608,0
372,266,2023-01-30,42,2,213.46852013004792,0
373,56,2022-08-31,90,3,583.5850617267212,0
374,571,2022-03-27,29,4,781.2594637967467,0
375,266,2022-11-19,70,2,213.46852013004792,0
376,586,2022-06-08,29,3,171.16164932218814,0
377,814,2022-08-29,59,1,67.35851214818648,0
378,67,2022-09-27,89,5,956.290468182729,0
379,256,2023-02-10,61,5,872.0578514845819,0
380,215,2022-06-23,67,4,570.0146231148844,1
381,128,2022-08-13,40,1,75.29032445958043,0
382,890,2022-06-18,16,2,160.35682749123364,1
383,721,2022-08-12,62,1,86.42175762058748,0
384,773,2022-07-24,95,3,224.01402185544094,0
385,674,2023-02-10,82,5,314.12979959421426,0
386,522,2023-03-02,62,2,109.44964382631096,0
387,640,2022-03-22,99,1,154.68411836419335,0
388,745,2022-07-27,63,3,227.11108764633613,1
389,938,2022-06-18,27,1,61.76520336732405,0
390,734,2022-03-20,36,3,396.7729618466604,0
391,574,2022-09-24,27,4,534.8704188682077,1
392,737,2022-07-17,5,5,814.6211292039545,0
393,611,2022-05-25,34,5,449.5518679951576,0
394,845,2022-10-18,91,3,553.8741051059835,0
395,136,2023-01-15,72,1,128.85677558268736,0
396,587,2022-10-10,54,4,247.24625131779928,1
397,613,2022-03-27,42,4,668.1248200969068,1
398,121,2022-12-02,70,5,836.3481091824526,0
399,972,2022-07-03,37,2,338.5107281660978,0
400,526,2022-06-03,63,1,114.32168858323536,0
401,97,2023-02-09,78,1,96.04045421292666,0
402,443,2023-03-02,27,5,107.73812480113916,0
403,187,2022-10-28,57,5,744.2364623702501,0
404,681,2022-12-23,87,1,137.54463270201938,0
405,27,2022-09-22,29,5,824.4235010403825,0
406,929,2023-01-08,32,3,424.0360453559942,0
407,953,2022-10-27,12,4,406.38245315846706,0
408,685,2022-11-19,83,1,180.64891687303225,0
409,702,2022-11-25,85,3,246.3388121570967,0
410,825,2022-10-01,57,5,793.3606102789113,0
411,788,2022-11-07,38,3,273.1121281435806,0
412,715,2022-09-08,57,4,368.71342216350126,1
413,948,2022-11-03,57,4,269.45695995971084,0
414,569,2023-02-23,31,4,151.30344756719415,0
415,736,2022-09-29,59,5,775.6074564731173,0
416,794,2022-11-22,63,3,295.56272575940784,0
417,272,2022-06-14,74,3,497.249729470207,1
418,203,2022-06-13,1,1,84.99914003910698,0
419,982,2022-07-13,73,2,355.0821273566604,0
420,505,2022-11-16,58,2,113.07632021657557,0
421,393,2022-04-04,28,1,183.9631422626809,1
422,112,2022-05-22,86,2,297.4830332234432,0
423,682,2022-08-07,6,2,245.3358315864019,0
424,626,2022-11-21,12,3,492.9553032471489,0
425,280,2022-09-23,36,1,199.0689646286024,1
426,296,2022-04-29,44,1,96.35881721792576,0
427,359,2022-04-16,70,4,278.50443399217204,1
428,696,2022-07-27,31,2,261.28291161146524,1
429,463,2022-07-14,52,4,101.46372633900046,0
430,527,2023-01-24,22,5,996.5151938649267,1
431,49,2022-09-13,78,2,215.33626863069787,0
432,837,2022-03-20,52,4,430.4359921846586,1
433,541,2022-11-17,39,5,190.52377723914944,0
434,133,2022-04-03,20,1,105.7475971583617,0
435,795,2022-12-23,29,5,326.79253551680085,0
436,69,2023-02-01,23,1,118.82834292390827,0
437,200,2022-11-24,41,2,131.2996902782096,0
438,607,2022-06-29,45,4,583.2297308723626,0
439,166,2022-06-16,62,5,310.3743739142913,0
440,939,2022-05-29,90,5,983.3908588594124,0
441,141,2022-04-21,4,4,538.651071243715,1
442,602,2022-12-23,57,3,532.5871896489416,0
443,346,2022-07-05,57,4,307.74138333100393,0
444,169,2022-08-05,81,3,232.59038382781762,0
445,802,2022-04-16,66,2,274.59594668229244,0
446,443,2023-02-01,96,5,107.73812480113916,0
447,504,2023-03-01,21,3,207.5204377424198,0
448,282,2023-02-14,38,1,29.926130629527755,0
449,660,2022-11-28,96,5,754.4317222944776,1
450,502,2022-09-03,34,3,423.9148908827891,0
451,387,2022-06-27,71,4,120.42561277263552,0
452,536,2022-06-25,90,3,331.4175567612005,1
453,244,2022-06-28,87,1,119.80116942063736,0
454,969,2022-06-11,60,4,700.7213243248322,1
455,9,2022-09-11,20,3,193.08465206886837,1
456,271,2022-06-04,5,3,444.76289047073624,0
457,329,2023-02-22,2,3,185.5421561239226,1
458,816,2022-10-26,5,3,391.71851871838595,0
459,885,2022-12-17,97,4,218.83024736418895,0
460,375,2022-11-20,28,3,548.5488674322062,0
461,616,2022-06-07,57,3,79.2925795051163,0
462,500,2022-07-14,65,5,682.4820661915618,1
463,563,2022-04-09,53,3,152.3708150252856,0
464,388,2022-10-11,72,3,148.21418601300098,0
465,422,2022-03-17,13,5,530.1165319500169,1
466,243,2022-06-29,76,2,220.23165807437394,0
467,873,2022-10-11,15,1,32.00952666813024,0
468,812,2022-09-24,84,4,617.3108642076679,0
469,221,2022-10-26,80,2,352.80175052800456,0
470,877,2022-11-20,92,4,369.38511555481193,0
471,909,2022-11-18,88,1,64.57810165276756,0
472,187,2022-05-01,41,5,744.2364623702501,0
473,719,2022-05-17,54,3,109.31466178933353,0
474,211,2022-06-20,73,5,910.0766869015988,0
475,41,2022-09-24,44,2,51.34937961633885,0
476,703,2022-08-16,100,2,230.757219427618,0
477,105,2022-12-05,26,5,542.0338701035952,0
478,356,2022-10-06,3,1,166.39247801686048,0
479,767,2022-12-04,7,3,433.1926904050357,0
480,603,2022-06-13,14,5,669.34489217215,0
481,567,2022-10-25,74,4,610.2431286304367,0
482,908,2022-08-02,57,5,301.3606997664217,0
483,345,2022-11-12,100,3,97.1497707385328,0
484,421,2023-01-07,46,3,158.56871161465972,1
485,179,2022-10-23,96,4,618.2307798918783,0
486,117,2023-01-12,62,3,502.3978925336364,0
487,37,2022-07-14,81,4,268.0449943708725,0
488,811,2022-05-04,79,3,354.75054278823563,0
489,754,2022-10-26,31,4,275.29787015780465,0
490,500,2023-02-27,46,5,682.4820661915618,1
491,228,2022-12-11,72,4,312.33713926027644,0
492,319,2022-05-11,3,2,348.5625517519155,0
493,474,2022-06-15,26,3,394.9624318481023,0
494,263,2022-07-05,36,2,183.36086972560287,0
495,543,2023-03-03,16,3,562.8430186946339,1
496,556,2022-10-19,42,5,994.0621130455384,0
497,31,2022-07-15,52,3,237.91052897179392,0
498,319,2023-03-06,57,3,522.8438276278732,0
499,266,2022-05-02,36,1,106.73426006502396,0
500,787,2023-02-05,57,2,383.75798598408437,0
501,375,2022-10-25,53,1,182.84962247740205,0
502,328,2022-09-06,51,5,731.3633792773342,0
503,68,2022-10-28,13,1,115.34542323251931,0
504,6,2022-10-02,63,2,111.52305968593717,0
505,863,2022-08-04,15,1,50.04638005380227,0
506,240,2022-04-03,99,5,724.012481792204,1
507,188,2022-08-14,33,3,106.60711856320316,0
508,219,2023-01-28,67,2,105.25894415495256,0
509,433,2022-10-10,57,2,169.28420836478142,1
510,609,2022-05-09,20,2,289.3325881546094,1
511,513,2022-11-03,50,2,79.69733124458483,0
512,543,2022-04-04,2,2,375.2286791297559,1
513,161,2022-06-08,80,1,173.46669063914942,0
514,838,2022-11-23,29,5,240.77028486436717,0
515,132,2023-02-16,93,5,268.68539262287936,0
516,967,2022-12-18,1,2,278.0679078098435,1
517,793,2022-09-02,66,3,460.09302368807465,0
518,473,2023-01-26,46,4,737.0494695616328,1
519,183,2022-11-29,7,2,79.9168025095612,0
520,696,2023-03-01,27,3,391.92436741719786,1
521,10,2022-04-26,13,3,599.0990035347321,0
522,479,2022-07-13,65,1,100.52844598852002,0
523,905,2022-12-14,31,4,683.9189202227622,1
524,185,2022-04-13,36,3,232.67775955378988,0
525,526,2022-12-23,79,3,342.96506574970607,0
526,863,2022-06-14,7,3,150.1391401614068,0
527,744,2022-10-04,45,3,117.23952378943103,0
528,848,2022-07-05,12,3,144.50954949154743,0
529,651,2022-04-08,55,1,129.99410018264143,0
530,998,2022-10-01,9,2,218.32988399169773,0
531,227,2022-04-03,21,1,68.25745109609514,0
532,729,2022-11-14,43,5,832.3840371163628,0
533,655,2022-09-17,19,5,632.2949225137644,0
534,296,2022-12-30,66,5,481.7940860896288,0
535,874,2022-08-06,77,5,493.6648590665527,0
536,195,2022-06-29,24,1,123.61084309774363,0
537,75,2022-12-20,57,5,402.75721760830834,0
538,685,2023-01-07,60,2,361.2978337460645,0
539,944,2022-05-01,77,3,481.86893672096835,0
540,718,2022-10-16,79,4,199.36369132021775,0
541,176,2023-01-06,74,1,26.061412048834853,0
542,739,2022-10-18,96,2,325.1733791167512,0
543,187,2022-12-17,54,2,297.69458494810004,0
544,869,2022-07-03,12,3,595.1638663693578,0
545,595,2022-11-06,30,1,125.47956125577502,0
546,683,2022-11-04,72,5,291.30045325361397,0
547,335,2023-03-03,14,2,384.1003614930781,0
548,461,2022-08-21,69,2,118.69355068896193,0
549,52,2023-01-31,74,3,71.7609836793212,0
550,728,2022-12-31,82,4,634.0746157157735,0
551,577,2022-05-26,44,1,78.7575642107324,0
552,18,2022-09-15,24,3,560.9172260172071,0
553,546,2022-07-23,57,1,45.891409560529404,0
554,484,2022-11-04,53,2,331.572923315679,1
555,760,2022-09-25,83,2,75.40057693126846,0
556,570,2022-09-30,96,2,198.45925155524424,0
557,296,2022-09-08,11,3,289.07645165377727,0
558,454,2022-08-25,52,3,87.25432959326176,0
